1,Algeria
1,Bangladesh
1,Burundi
1,Cambodia
1,Cameroon
1,Cape Verde
1,Central African Republic
1,Grenada
1,Guinea
1,Guinea-Bissau
1,Kyrgyzstan
1,Malawi
1,Maldives
1,Mauritius
1,Namibia
1,Palau
1,Papua New Guinea
1,Paraguay
1,Saint Kitts and Nevis
1,Saint Lucia
1,Saint Vincent and the Grenadines
1,Sierra Leone
1,Swaziland
1,United Arab Emirates
1,Zambia
2,Antigua and Barbuda
2,Bahamas
2,Belize
2,Benin
2,Bolivia
2,Botswana
2,Brunei
2,Democratic Republic of the Congo
2,Djibouti
2,Dominica
2,Dominican Republic
2,Eritrea
2,Guyana
2,Kenya
2,Marshall Islands
2,Micronesia
2,Mozambique
2,Qatar
2,Somalia
2,Suriname
2,Tajikistan
2,Tunisia
2,Turkmenistan
3,Armenia
3,Ghana
3,Mali
3,Mongolia
3,Nigeria
3,Rwanda
3,Senegal
3,Uganda
3,Uzbekistan
3,Vietnam
3,Zimbabwe
4,Angola
4,Azerbaijan
4,Ethiopia
4,Iceland
4,India
4,Sweden
4,Tanzania
4,Uruguay
5,Bahrain
5,Barbados
5,Belarus
5,Denmark
5,Estonia
5,Georgia
5,Honduras
5,Jamaica
5,Malaysia
5,Moldova
5,New Zealand
5,Panama
5,Singapore
5,Trinidad and Tobago
6,Costa Rica
6,Cyprus
6,Luxembourg
6,Macedonia
6,Thailand
7,Albania
7,Chile
7,Colombia
7,Ecuador
7,Guatemala
7,Holy See (Vatican City)
7,Kazakhstan
7,Lithuania
7,Nicaragua
7,Pakistan
7,Peru
7,Romania
7,Slovakia
7,Slovenia
7,South Africa
8,Indonesia
8,Morocco
8,Philippines
9,Australia
9,Austria
9,Bulgaria
9,El Salvador
9,Kuwait
9,Latvia
9,Portugal
9,Venezuela
10,Argentina
10,Brazil
10,Croatia
10,Greece
10,Haiti
11,Finland
11,Lebanon
11,Netherlands
11,Norway
12,Hungary
13,China
13,Poland
15,Czech Republic
15,Ireland
15,Ukraine
16,Palestine
16,Spain
17,South Korea
18,Bosnia and Herzegovina
18,Saudi Arabia
19,Mexico
20,Serbia
21,Russia
21,Turkey
22,Switzerland
23,Canada
27,Belgium
31,Japan
34,Italy
38,Egypt
38,Germany
39,France
41,Jordan
44,Syria
46,United Kingdom
81,Israel
