1874,Hawaii
1876,Brazil
1881,Hawaii
1882,Guatemala
1898,Hawaii
1909,Mexico
1910,Chile
1918,Australia
1919,Brazil
1919,Belgium
1920,Panama
1921,France
1922,Colombia
1924,Mexico
1925,Cuba
1926,Haiti
1927,Cuba
1929,United Kingdom
1929,Mexico
1930,Colombia
1930,Brazil
1931,Siam (Thailand)
1931,France
1932,Panama
1933,United Kingdom
1933,Canada
1933,Panama
1934,Haiti
1934,Colombia
1935,Australia
1935,Canada
1936,Cuba
1937,Canada
1937,Canada
1937,Belgium
1938,Muscat &amp; Oman
1938,Australia
1938,Canada
1939,Nicaragua
1939,United Kingdom
1939,Canada
1939,Haiti
1940,Costa Rica
1940,Canada
1940,Canada
1940,Canada
1940,Luxembourg
1941,Luxembourg
1941,Poland (government-in-exile)
1941,Canada
1941,Haiti
1941,Luxembourg
1941,Australia
1941,Canada
1941,United Kingdom
1942,United Kingdom
1941,Canada
1942,Poland (government-in-exile)
1942,Haiti
1942,Canada
1942,Peru
1942,Luxembourg
1942,Greece
1942,Greece
1942,United Kingdom
1942,Yugoslavia
1942,Canada
1942,Colombia
1942,Netherlands
1942,Luxembourg
1942,New Zealand
1942,Ecuador
1942,Poland (government-in-exile)
1942,Canada
1942,Cuba
1943,Poland (government-in-exile)
1943,Mexico
1943,Bolivia
1943,United Kingdom
1943,Czechoslovakia (government-in-exile)
1943,Canada
1943,Liberia
1943,Liberia
1943,Paraguay
1943,United Kingdom
1943,United Kingdom
1943,Haiti
1943,Canada
1944,Colombia
1944,Venezuela
1944,New Zealand
1944,Australia
1944,Costa Rica
1944,Poland (government-in-exile)
1944,Iceland
1944,Cuba
1944,United Kingdom
1945,Canada
1945,Canada
1945,Canada
1945,South Africa
1945,New Zealand
1945,Syria
1945,Ethiopia
1945,Republic of China
1945,Iraq
1945,France (Provisional Government)
1945,Chile
1945,United Kingdom
1945,Canada
1946,Australia
1946,Philippines
1946,Colombia
1946,Hungary
1946,Canada
1946,Union of South Africa
1946,Greece
1947,Italy
1947,Canada
1947,Uruguay
1947,Canada
1947,Mexico
1947,Afghanistan
1948,Belgium
1948,Belgium
1948,Israel (Provisional Government)
1948,Venezuela
1948,Cuba
1949,Canada
1949,Israel
1949,Brazil
1949,Philippines
1949,India
1949,Iran
1950,Philippines
1950,Chile
1950,Pakistan
1950,Australia
1950,United Kingdom
1951,France
1951,New Zealand
1951,France
1951,Belgium
1951,Afghanistan
1951,Israel
1951,Norway
1951,Ecuador
1951,Philippines
1951,Japan
1951,Vietnam
1951,Italy
1951,Iran
1952,United Kingdom
1952,Netherlands
1952,Netherlands
1952,Sweden
1952,Nicaragua
1952,Austria
1952,Australia
1952,Iraq
1952,Norway
1952,Australia
1953,United Kingdom
1953,France
1953,Federal Republic of Germany
1953,Cambodia
1953,Canada
1953,New Zealand
1953,Korea
1953,Philippines
1953,Panama
1953,Mexico
1953,Greece
1953,Pakistan
1954,Turkey
1954,Canada
1954,Ethiopia
1954,Turkey
1954,United Kingdom
1954,Libya
1954,Korea
1954,Pakistan
1954,Liberia
1954,Federal Republic of Germany
1954,Japan
1954,France
1954,Austria
1954,Sweden
1954,Norway
1954,Denmark
1954,Ceylon (Sri Lanka)
1954,Iran
1955,New Zealand
1955,Haiti
1955,Australia
1955,Italy
1955,Thailand
1955,Federal Republic of Germany
1955,Burma
1955,Guatemala
1955,Uruguay
1956,Brazil
1956,United Kingdom
1956,Italy
1956,Ireland
1956,Mexico
1956,Canada
1956,Indonesia
